source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
2679407,351324,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.3250,S5_SOURCE_RICH_STRUCTURED,Rosé Sekt,,,espumante,50 n sekt rose,ohlig sekt,,espumante,stripped_name,name_and_source_to_canonical_producer,6,6,new,,0,1,0.05,ERROR,Google CONTRADIZ: Ritter nao e Ohlig Sekt no Vivino,google_codex_auto
1746581,528815,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5583,0.5583,S6_GENERAL_REMAINDER,"2010 Azienda Agricola Canalicchio di Sopra, Brunello di Montalcino",Azienda Agricola Canalicchio,,tinto,borgo di sopra rosso,azienda agricola corani,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1796391,1545,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6233,0.6233,S6_GENERAL_REMAINDER,Louis Jadot Grands Echezeaux 1996,Louis Jadot Grands,,tinto,pommard 1er cru les grands epenots,louis jadot,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1798318,12248,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5067,0.5067,S6_GENERAL_REMAINDER,"Villa Bucci, Verdicchio Classico Riserva","Villa Bucci, Verdicchio",,branco,bucci verdicchio dei castelli di jesi classico superiore,bucci,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1799278,2236,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S6_GENERAL_REMAINDER,J Lohr 7 Oaks Cabernet Sauvignon,,,tinto,estates seven oaks cabernet sauvignon,j lohr vineyards wines,2022,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Five Oaks nao e J. Lohr Vineyards & Wines no Vivino,google_codex_auto
1815053,1587765,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5542,0.5542,S6_GENERAL_REMAINDER,Fournois Coteaux Champenois 2020,Fournois Coteaux Champenois,,,coteaux champenois ludes premier cru blanc,domaine les monts fournois,,Branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1818795,1637477,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5567,0.5567,S6_GENERAL_REMAINDER,Prieure Roch Coteaux Bourguignons 2019,Prieure Roch Coteaux,,tinto,cuvee prestige coteaux bourguignons,domaine clos saint roch,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1820626,1335618,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6000,0.6000,S6_GENERAL_REMAINDER,Owen Roe Growers Guild Pinot Noir,Owen Roe Growers,,tinto,pinot noir,growers guild,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Owen Roe nao e Growers Guild no Vivino,google_codex_auto
1824932,1637477,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5567,0.5567,S6_GENERAL_REMAINDER,Prieure Roch Coteaux Bourguignons Rouge,Prieure Roch Coteaux,,tinto,cuvee prestige coteaux bourguignons,domaine clos saint roch,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1826996,423007,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5400,0.5400,S6_GENERAL_REMAINDER,Bosco Del Merlo Rose Prosecco,Bosco,,tinto,vineargenti plessi per bosco del merlo,bosco del merlo,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1828156,1686890,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5833,0.1083,S6_GENERAL_REMAINDER,Bosco Del Merlo Rose Pinot Grigio,Bosco,,tinto,primont pinot nero,bosco del merlo,,Tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1829196,58117,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6400,0.6400,S6_GENERAL_REMAINDER,Chateau Phelan Segur Saint Estephe,Chateau Phelan Segur Saint,,tinto,frank phelan,chateau phelan segur,,tinto,token_index,strong_name_and_producer_overlap,2,1,new,,0,1,0.05,ERROR,,murilo
1834089,518775,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5400,0.5400,S6_GENERAL_REMAINDER,Chateau Croix Bellevue Lalande Pomerol,Chateau Croix Bellevue Lalande,,tinto,pomerol chateau bellevue rodinat,bellevue rodinat,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1846356,58117,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6100,0.6100,S6_GENERAL_REMAINDER,Chateau Phelan Segur Saint-Estephe,Chateau Phelan Segur Saint-Estephe,,tinto,frank phelan,chateau phelan segur,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1846742,166601,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7875,0.1625,S6_GENERAL_REMAINDER,PELLER ESTATES - SAUV BLANC,PELLER ESTATES -,,branco,andrew peller signature series sauvignon blanc,peller estates,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1850036,1416970,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6000,0.6000,S6_GENERAL_REMAINDER,Ghost Fox Winery Old Vine Zinfandel,Ghost Fox Winery,,tinto,old vine zinfandel,ghost horse,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Gray Ghost Winery nao e Grand Horse no Vivino,google_codex_auto
1855638,563195,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Kellerei Bozen Chardonnay Südtirol,Kellerei Bozen,,branco,sudtirol alto adige bianco riserva,kellerei it,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1855867,729067,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6233,0.6233,S6_GENERAL_REMAINDER,Domaine Bonnet Huteau - Plant B 2024,Domaine Bonnet Huteau -,,branco,gros plant du pays nantais sur lie,domaine moulin camus huteau boulanger,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1858695,437112,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5567,0.5567,S6_GENERAL_REMAINDER,Weingut Dostert - Elbling Sekt brut,Weingut Dostert - Elbling,,espumante,mosel traditionelle flaschengarung sekt brut,jurgen dostert,,espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Weingut Fürst nao e Jurgen Dostert no Vivino,google_codex_auto
1863690,399519,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,"Gosch Fisch Wein Weißburgunder Weißwein trocken 0,",Gosch Fisch,,branco,mosel deutscher wein trocken qualitatswein riesling,fisch markt,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1868959,1721300,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5062,0.5062,S6_GENERAL_REMAINDER,"2016 Larmandier-Bernier, Terre de Vertus Premier Cru","Larmandier-Bernier,",,,blanc de noirs vertus champagne premier cru,guy larmandier,,Espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1871019,426445,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Cavalieri Reali Primitivo Puglia,Cavalieri Reali,,tinto,puglia nero di troia,tenuta dei cavalieri,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1872484,444071,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,"2018 Black's Station Cabernet Sauvignon, Dunnigan Hills, USA ()",Black's Station,2018,tinto,minnick hills reserve cabernet sauvignon,dumas station,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1932926,205685,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5567,0.1300,S6_GENERAL_REMAINDER,Porto Warre’s Otima 20 Anos,Porto Warre’s Otima,2011,fortificado,porto 20 anos,porto reccua,,fortificado,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1937783,298274,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5567,0.5567,S6_GENERAL_REMAINDER,Real Vinícola Orgulho Portugal Porto,Real Vinícola Orgulho,,fortificado,nec temere orgulho vinho do porto velho,real companhia do norte,,fortificado,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1937803,266172,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5567,0.5567,S6_GENERAL_REMAINDER,Real Vinícola Revinor Empalhada Porto,Real Vinícola Revinor,,fortificado,revinor vinho do porto velho,real companhia do norte,,fortificado,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
1940757,701974,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S6_GENERAL_REMAINDER,"Riesling 0,",,,branco,riesling,the adventures of lady riesling,,branco,stripped_name,name_and_source_to_canonical_producer,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Produtor source nao e The Adventures of Lady Riesling no Vivino,google_codex_auto
1989373,1263718,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5167,0.5167,S6_GENERAL_REMAINDER,Ça boit Libre (Ville-la-Grand) / Mon Blanc 2021,Ça boit Libre,2021,branco,libre jacquere savoie,ca boit libre,,branco,token_index,strong_name_and_producer_overlap,2,1,new,,0,1,0.05,ERROR,,murilo
1994003,541973,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Campo Viejo Rioja Blanco,Campo Viejo,,tinto,rioja campo bravo tempranillo,campo bravo,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
1997595,219478,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5900,0.5900,S6_GENERAL_REMAINDER,Canoe Ridge Red Columbia Valley,Canoe Ridge,,tinto,canoe north bluff british columbia vin rouge red,canoe cove,,tinto,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,ERROR,,murilo
2001289,1701971,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S6_GENERAL_REMAINDER,Blood Orange,Blood Orange,,tinto,winemaker shoppe blood orange sangria,lil ole,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Blood Orange nao e Lil Ole no Vivino,google_codex_auto
2025475,977711,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.2166,S6_GENERAL_REMAINDER,Cellar Collection Barrel Fermented Chardonnay 2021,Cellar Collection,2021,branco,the legend collection barrel fermented chenin blanc,windmeul kelder cellar,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
2036355,314881,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5200,0.5200,S6_GENERAL_REMAINDER,Blanc De Noir Trocken (Bio),,,branco,blanc de noir trocken,bos,,branco,stripped_name,stripped_name,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Aldi nao e Bös no Vivino,google_codex_auto
2042994,352942,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5611,0.1222,S6_GENERAL_REMAINDER,Domaine Jean Fery Le Clos de Magny Rouge 2022,Domaine Jean Fery Le,2022,tinto,cote de nuits villages clos de magny,jean fery fils,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2046057,367535,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.1583,S6_GENERAL_REMAINDER,Domaine Les Crus Du Sud Gigondas,Domaine Les Crus Du,,tinto,les trois rois gigondas,les crus prevendus,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Boutinot nao e Les Crus Prevendus no Vivino,google_codex_auto
2049265,593962,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5700,0.1800,S6_GENERAL_REMAINDER,Domaine Lecheneaut - Morey-Saint-Denis,Domaine Lecheneaut - Morey-Saint-Denis,,tinto,bourgogne denis chmonderer,morey saint dcots,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Philippe et Vincent Lécheneaut nao e Morey Saint Dcots no Vivino,google_codex_auto
2053183,1639902,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5400,0.5400,S6_GENERAL_REMAINDER,Domaine Rewa Late Harvest Riesling,Domaine Rewa Late Harvest,,sobremesa,late harvest sauvignon blanc,rewa vineyards,,Sobremesa,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
2054440,418496,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5100,0.5100,S6_GENERAL_REMAINDER,"Domaine Roc Des Anges ""llum"" Igp Côtes Catalanes Blanc, 2023",Domaine Roc Des Anges,2023,branco,llum,le roc des anges,,branco,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,ERROR,,murilo
2054463,732471,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5100,0.5100,S6_GENERAL_REMAINDER,"Domaine Roc Des Anges ""unic"" Igp Côtes Catalanes Rouge, 2023",Domaine Roc Des Anges,2023,tinto,unic,le roc des anges,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2057537,195775,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5867,0.5867,S6_GENERAL_REMAINDER,Domaine Terres Blanches – Pouilly Fumé,Domaine Terres Blanches –,,,les pierres blanches pouilly fume,domaine de bel air,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,,murilo
2058188,944116,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6136,0.6136,S6_GENERAL_REMAINDER,Egly Ouriet Champagne Brut Blanc De Noirs Les Crayeres Grand Cru,Egly Ouriet,,espumante,immersion cuvee blanc de noirs champagne grand cru,ouriet pature,,espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2081067,884975,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.6500,S6_GENERAL_REMAINDER,Chasselas Nature,Chasselas Nature,,branco,nu chasselas vin nature,cave de la cote,,branco,stripped_name,stripped_name,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Château Chasselas nao e Cave de la Côte no Vivino,google_codex_auto
2118861,593962,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5567,0.1667,S6_GENERAL_REMAINDER,"Geantet Pansiot, Morey Saint Denis","Geantet Pansiot, Morey",,tinto,bourgogne denis chmonderer,morey saint dcots,,tinto,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,ERROR,Google CONTRADIZ: Géantet-Pansiot nao e Morey Saint Dcots no Vivino,google_codex_auto
2123477,1293334,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6900,0.1300,S6_GENERAL_REMAINDER,Georges Duboeuf La Cuvee Rouge,Georges Duboeuf,,tinto,la roseraie de georges beaujolais nouveau,georges duboeuf,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2130579,859503,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Gigondas 6 fl.,Gigondas 6 fl.,,tinto,gigondas rouge,gigondas la cave,,tinto,stripped_name,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2159746,785111,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S6_GENERAL_REMAINDER,GREAT WHITE 4°8,GREAT,,branco,the great white,the great south african wine company,,branco,stripped_name,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2207671,1145575,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5833,0.5833,S6_GENERAL_REMAINDER,FINCAS CHARDONNAY Y MOSCATEL,FINCAS,,branco,grenache blanc moscatel,fincas vinicultores,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2213674,1175720,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Garage Project - Ghost Light,Garage Project -,,tinto,ghost the darkness red,kolab project,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2242064,881311,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Jorche Dipinta Rosé 2021,Jorche Dipinta,2021,rose,dipinta negramaro del salento,antica masseria jorche,,rose,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2243096,1135224,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,José L Piedra Petit Caballeros,José L Piedra,,tinto,costa royal los caballeros del mar,jose oliver,,tinto,token_index,strong_name_and_producer_overlap,2,2,new,,0,1,0.05,ERROR,Google CONTRADIZ: La Piedra nao e Jose Oliver no Vivino,google_codex_auto
2254242,725016,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6542,0.1625,S6_GENERAL_REMAINDER,Weißburgunder Alte Reben 2024,Weißburgunder Alte Reben,2024,branco,satzenberg alte reben weissburgunder spatlese trocken,alte grafschaft,,branco,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,ERROR,Google CONTRADIZ: Rieger nao e Alte Grafschaft no Vivino,google_codex_auto
2263425,1411887,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5900,0.5900,S6_GENERAL_REMAINDER,V.S.Q. “UNICO” AZIENDA AGRICOLA IL DOSSO,V.S.Q. “UNICO” AZIENDA,,espumante,fratello unico spumate brut,cantine peverati azienda agricola laserra,,espumante,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2280224,861974,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Vault City - Peach Rings,Vault City -,,tinto,peach state cabernet sauvignon,city winery,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: The Vault nao e City Winery no Vivino,google_codex_auto
2287327,680708,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6000,0.6000,S6_GENERAL_REMAINDER,Tyrconnell Port Wood,Tyrconnell Port Wood,,fortificado,keith mugford snr vintage port,moss wood,,fortificado,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
2300216,1146804,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Carlos I Solera Gran Reserva,Carlos I Solera,,fortificado,5 years solera port,carlos creek,,fortificado,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Solera nao e Carlos Creek no Vivino,google_codex_auto
2300230,1146804,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Carlos I Solera Gran Reserva,Carlos I Solera,,fortificado,5 years solera port,carlos creek,,fortificado,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Solera nao e Carlos Creek no Vivino,google_codex_auto
2300232,1146804,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Carlos I Solera Gran Reserva,Carlos I Solera,,fortificado,5 years solera port,carlos creek,,fortificado,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Solera nao e Carlos Creek no Vivino,google_codex_auto
2300241,1146804,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Carlos I Solera Grand Reserva,Carlos I Solera,,fortificado,5 years solera port,carlos creek,,fortificado,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Solera nao e Carlos Creek no Vivino,google_codex_auto
2302077,187821,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6500,0.2167,S6_GENERAL_REMAINDER,Carignan Single Vineyard,Carignan,,tinto,single vineyard lomajes de vina roja carignan,bodegas re,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Château Carignan nao e Bodegas Re no Vivino,google_codex_auto
2310813,1565045,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,Young's ChocoBliss Premium Dark,Young's ChocoBliss,,tinto,dark fruit fever,young and co,,Tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,ERROR,,murilo
