source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
1815136,1504993,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5000,0.5000,S2_NO_SOURCE,Les Freres Engel - Orange In Alsace,Les Freres Engel -,,,orange in alsace,domaine engel,,Branco,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 11098287),google_codex_auto
1815317,2385,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.2166,S2_NO_SOURCE,Cono Sur 20 Barrels Cabernet Sauvignon,Cono Sur 20,,tinto,20 barrels limited edition cabernet sauvignon,cono sur,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 4601),google_codex_auto
1815666,142074,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.2600,S2_NO_SOURCE,Yering Station Little Yering Pinot Noir,Yering Station Little,,tinto,little yering pinot noir,yering station,,tinto,token_index|y2_1.300,y2_plus_text_evidence,0,0,matched|new,1.3,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1417429),google_codex_auto
1825922,73771,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6233,0.6233,S2_NO_SOURCE,Mission Hill Legacy Vqa Compendium,Mission Hill Legacy,,tinto,compendium,mission hill family estate,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1192334),google_codex_auto
1826190,1139782,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S2_NO_SOURCE,Martini & Rossi Asti (Docg),Martini & Rossi,,espumante,fabio rossi lambrusco emilia rosso,fratelli martini,,espumante,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,ERROR,Google CONTRADIZ: Martini & Rossi Asti DOCG nao e Fabio Rossi Lambrusco Emilia Rosso,google_codex_auto
1826311,223863,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8167,0.8167,S2_NO_SOURCE,Devevey Beaune 1Er Cru Pertuisots,Devevey Beaune 1Er,,tinto,beaune 1er cru pertuisots,jeanyves devevey,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1698930|1258473|2365663|8425345|8932817),google_codex_auto
1826317,819157,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8500,0.8500,S2_NO_SOURCE,Devevey Rully La Chaume,Devevey Rully,,branco,rully la chaume blanc,jeanyves devevey,,branco,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5776505|5290752),google_codex_auto
1841575,294832,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8417,0.8417,S2_NO_SOURCE,2022 Domaine des Quatre Vents Fleurie,Domaine des Quatre Vents,,tinto,fleurie,domaine des quatre vents,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1925107),google_codex_auto
1844231,999458,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5200,0.5200,S2_NO_SOURCE,Vinho Riccitelli The Party Malbec,,,tinto,the party malbec,matias riccitelli,2023,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 6913498),google_codex_auto
1862507,759874,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7533,0.1300,S2_NO_SOURCE,Guarda Rios Signature Tinto 2023,Guarda Rios Signature,,tinto,signature tinto,guarda rios,2023,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5261928),google_codex_auto
1862509,1451039,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7700,0.7700,S2_NO_SOURCE,Casa Santos Lima Palaios 2021,Casa Santos Lima Palaios,,tinto,palaios,casa santos lima,2021,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 10568920),google_codex_auto
1862858,202733,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.1625,S2_NO_SOURCE,Carlos Basso Signature Blend,Carlos Basso Signature,,tinto,signature blend,carlos basso,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1630183),google_codex_auto
1907650,250179,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8187,0.1312,S2_NO_SOURCE,"2022 Château Sainte Anne, Côtes de Provence Rouge","Château Sainte Anne, Côtes",2022,tinto,cotes de provence rouge,chateau de la tour sainte anne,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,Google INCONCLUSIVO: Buscas retornam ids Vivino diferentes sem contradicao clara de produtor,
1913030,403945,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5278,0.5278,S2_NO_SOURCE,"2022 Vins Gigou Pineau d'Aunis ""L'Ancêtre"", Coteaux du Loir",Vins Gigou Pineau,2022,tinto,coteaux du loir pineau daunis,domaine gigou,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2306366|5063600),google_codex_auto
1933554,134708,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.7750,S2_NO_SOURCE,Pra Soave Classico 'Monte Grande',Pra Soave,2020,branco,monte grande soave classico,pra,,branco,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1389368),google_codex_auto
1945730,9781,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7667,0.7667,S2_NO_SOURCE,Rocca Rubia Santadi .,Rocca Rubia Santadi,,tinto,rocca rubia riserva carignano del sulcis,santadi,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 17969),google_codex_auto
1996082,1504792,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8500,0.2167,S2_NO_SOURCE,Cannonau Corda Riserva,Cannonau Corda,,tinto,cannonau di sardegna riserva,antonella corda,,Tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 11096768),google_codex_auto
2047928,3974,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6643,0.6643,S2_NO_SOURCE,DOMAINE LOUIS LATOUR BEAUNE 1ER C VIGNES FRANCHES12,DOMAINE LOUIS LATOUR BEAUNE,,tinto,domaine latour beaune 1er cru,louis latour,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7201),google_codex_auto
2055748,112303,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7417,0.7417,S2_NO_SOURCE,Domaine Sebastien Magnien Pommard 'Les Perrieres',Domaine Sebastien Magnien Pommard,,tinto,pommard les perrieres,sebastien magnien,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1274409),google_codex_auto
2056770,364131,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6000,0.1083,S2_NO_SOURCE,"Eagle Creek, Zinfandel, California, dry, red,","Eagle Creek, Zinfandel,",,tinto,california zinfandel,red eagle,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 12662450),google_codex_auto
2062117,1536598,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5417,0.5417,S2_NO_SOURCE,Espumante Sur Lie Nature Zanotto – + Tubete,,,espumante,espumante nature sur lie,zanotto,,Espumante,token_index,name_and_source_to_canonical_producer,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 11436660|11238247),google_codex_auto
2116468,299211,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.2000,S2_NO_SOURCE,"Domaine de Périllière, Costières de Nimes Rouge","Domaine de Périllière, Costières",,tinto,costieres de nimes,domaine de bel air la cote,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,Google INCONCLUSIVO: Busca source nao trouxe link Vivino util no top 10,
2134163,91558,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6583,0.6583,S2_NO_SOURCE,"Giovanna Chessa, Vermentino di Sardegna “Mattariga”","Giovanna Chessa, Vermentino",,branco,mattariga vermentino di sardegna bianco,chessa,,branco,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1224478),google_codex_auto
2237648,775011,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.9500,S2_NO_SOURCE,Jim Barry Single Vineyard Watervale Shiraz,Jim Barry,,tinto,single vineyard watervale shiraz,jim barry,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5378508),google_codex_auto
2238271,68052,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5381,0.5381,S2_NO_SOURCE,JL Chave Sélection Hermitage Rouge Farconnet 2021,jl chave selection,2021,tinto,hermitage selection farconnet,domaine jeanlouis chave,,tinto,token_index,strong_name_and_producer_overlap,0,0,,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1181831),google_codex_auto
2346787,1178265,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8500,0.2625,S2_NO_SOURCE,Sea Sun | Pinot Noir,Sea Sun |,,,pinot noir,sea sun,,tinto,stripped_name,stripped_name,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 8003932),google_codex_auto
2351394,1238080,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5025,0.5025,S2_NO_SOURCE,Risata Raven Semi-Sweet Red,Risata Raven Semi-Sweet,,tinto,raven semisweet red,risata,,tinto,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 8522453),google_codex_auto
2366637,117854,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5417,0.5417,S2_NO_SOURCE,Nebbiolo Langhe DOC - Frales - Silvano Bolmida,,,tinto,frales langhe nebbiolo,silvano bolmida,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,,Google INCONCLUSIVO: Buscas retornam ids Vivino diferentes sem contradicao clara de produtor,
2366671,89850,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5200,0.5200,S2_NO_SOURCE,Nebbiolo Langhe DOC - Canebbio - Cagliero,,,tinto,canebbio langhe nebbiolo,cagliero,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1133393|11137818),google_codex_auto
2430080,666514,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7000,0.7000,S2_NO_SOURCE,Leone di Venezia Palazzo Ducale,Leone,,,palazzo ducale,leone di venezia,,tinto,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5386395|1453837|7983142|4618307|1249974|4458952),google_codex_auto
2459102,1639107,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7500,0.7500,S2_NO_SOURCE,Bergerie - François Carillon,Bergerie - François,,,la bergerie chardonnay,francois carillon,,Branco,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,,Google INCONCLUSIVO: Buscas retornam ids Vivino diferentes sem contradicao clara de produtor,
2486954,872769,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5310,0.5310,S2_NO_SOURCE,Roulot Meusault Clos du Haut Tesson 2017,Roulot Meusault Clos,,,meursault a mon plaisir clos du haut tesson,domaine roulot,,branco,token_index,strong_name_and_producer_overlap,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1624564|6230020|87760),google_codex_auto
2654036,173346,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6048,0.6048,S2_NO_SOURCE,"Pato, Filipa 2022 Bairrada Nossa Calcario Tinto",pato filipa 2022,2022,tinto,nossa calcario,filipa pato,2018,tinto,token_index,strong_name_token_overlap>=2,0,0,,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1530504|1270336),google_codex_auto
2680389,1456099,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5571,0.5571,S2_NO_SOURCE,"Rosé Lorena e Merlot Tão Longe, Tão Perto Growler",,,rose,rose de mesa seco lorena merlot,tao longe tao perto,,rose,token_index,strong_name_token_overlap>=2,0,0,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 10071704|11485354),google_codex_auto
